Name,State,Population
Ballard County,Kentucky,7888
Barren County,Kentucky,44249
Bath County,Kentucky,12500
Bell County,Kentucky,26032
Boone County,Kentucky,133581
Bourbon County,Kentucky,19788
Boyd County,Kentucky,46718
Boyle County,Kentucky,30060
Bracken County,Kentucky,8303
Breathitt County,Kentucky,12630
Breckinridge County,Kentucky,20477
Bullitt County,Kentucky,81676
Butler County,Kentucky,12879
Caldwell County,Kentucky,12747
Calloway County,Kentucky,39001
Campbell County,Kentucky,93584
Carlisle County,Kentucky,4760
Carroll County,Kentucky,10631
Carter County,Kentucky,26797
Casey County,Kentucky,16159
Christian County,Kentucky,70461
Clark County,Kentucky,36263
Clay County,Kentucky,19901
Clinton County,Kentucky,10218
Crittenden County,Kentucky,8806
Cumberland County,Kentucky,6614
Daviess County,Kentucky,101511
Edmonson County,Kentucky,12150
Elliott County,Kentucky,7517
Estill County,Kentucky,14106
Fayette County,Kentucky,323152
Fleming County,Kentucky,14581
Floyd County,Kentucky,35589
Franklin County,Kentucky,50991
Fulton County,Kentucky,5969
Gallatin County,Kentucky,8869
Garrard County,Kentucky,17666
Grant County,Kentucky,25069
Graves County,Kentucky,37266
Grayson County,Kentucky,26427
Green County,Kentucky,10941
Greenup County,Kentucky,35098
Hancock County,Kentucky,8722
Hardin County,Kentucky,110958
Harlan County,Kentucky,26010
Harrison County,Kentucky,18886
Hart County,Kentucky,19035
Henderson County,Kentucky,45210
Henry County,Kentucky,16126
Hickman County,Kentucky,4380
Hopkins County,Kentucky,44686
Jackson County,Kentucky,13329
Jefferson County,Kentucky,766757
Jessamine County,Kentucky,54115
Johnson County,Kentucky,22188
Kenton County,Kentucky,166998
Knott County,Kentucky,14806
Knox County,Kentucky,31145
Larue County,Kentucky,14398
Laurel County,Kentucky,60813
Lawrence County,Kentucky,15317
Lee County,Kentucky,7403
Leslie County,Kentucky,9877
Letcher County,Kentucky,21553
Lewis County,Kentucky,13275
Lincoln County,Kentucky,24549
Livingston County,Kentucky,9194
Logan County,Kentucky,27102
Lyon County,Kentucky,8210
Madison County,Kentucky,92987
Magoffin County,Kentucky,12161
Marion County,Kentucky,19273
Marshall County,Kentucky,31100
Martin County,Kentucky,11195
Mason County,Kentucky,17070
McCracken County,Kentucky,65418
McCreary County,Kentucky,17231
McLean County,Kentucky,9207
Meade County,Kentucky,28572
Menifee County,Kentucky,6489
Mercer County,Kentucky,21933
Metcalfe County,Kentucky,10071
Monroe County,Kentucky,10650
Montgomery County,Kentucky,28157
Morgan County,Kentucky,13309
Muhlenberg County,Kentucky,30622
Nelson County,Kentucky,46233
Nicholas County,Kentucky,7269
Ohio County,Kentucky,23994
Oldham County,Kentucky,66799
Owen County,Kentucky,10901
Owsley County,Kentucky,4415
Pendleton County,Kentucky,14590
Perry County,Kentucky,25758
Pike County,Kentucky,57876
Powell County,Kentucky,12359
Pulaski County,Kentucky,64979
Robertson County,Kentucky,2108
Rockcastle County,Kentucky,16695
Rowan County,Kentucky,24460
Russell County,Kentucky,17923
Scott County,Kentucky,57004
Shelby County,Kentucky,49024
Simpson County,Kentucky,18572
Spencer County,Kentucky,19351
Taylor County,Kentucky,25769
Todd County,Kentucky,12294
Trigg County,Kentucky,14651
Trimble County,Kentucky,8471
Union County,Kentucky,14381
Warren County,Kentucky,132896
Washington County,Kentucky,12095
Wayne County,Kentucky,20333
Webster County,Kentucky,12942
Whitley County,Kentucky,36264
Wolfe County,Kentucky,7157
Woodford County,Kentucky,26734
Acadia Parish,Louisiana,62045
Allen Parish,Louisiana,25627
Ascension Parish,Louisiana,126604
Assumption Parish,Louisiana,21891
Avoyelles Parish,Louisiana,40144
Beauregard Parish,Louisiana,37497
Bienville Parish,Louisiana,13241
Bossier Parish,Louisiana,127039
Caddo Parish,Louisiana,240204
Calcasieu Parish,Louisiana,203436
Caldwell Parish,Louisiana,9918
Cameron Parish,Louisiana,6973
Catahoula Parish,Louisiana,9494
Claiborne Parish,Louisiana,15670
Concordia Parish,Louisiana,19259
De Soto Parish,Louisiana,27463
East Baton Rouge Parish,Louisiana,440059
East Carroll Parish,Louisiana,6861
East Feliciana Parish,Louisiana,19135
Evangeline Parish,Louisiana,33395
Franklin Parish,Louisiana,20015
Grant Parish,Louisiana,22389
Iberia Parish,Louisiana,69830
Iberville Parish,Louisiana,32511
Jackson Parish,Louisiana,15744
Jefferson Davis Parish,Louisiana,31368
Jefferson Parish,Louisiana,432493
Lafayette Parish,Louisiana,244390
Lafourche Parish,Louisiana,97614
LaSalle Parish,Louisiana,14892
Lincoln Parish,Louisiana,46742
Livingston Parish,Louisiana,140789
Madison Parish,Louisiana,10951
Morehouse Parish,Louisiana,24874
Natchitoches Parish,Louisiana,38158
Orleans Parish,Louisiana,390144
Ouachita Parish,Louisiana,153279
Plaquemines Parish,Louisiana,23197
Pointe Coupee Parish,Louisiana,21730
Rapides Parish,Louisiana,129648
Red River Parish,Louisiana,8442
Richland Parish,Louisiana,20122
Sabine Parish,Louisiana,23884
St. Bernard Parish,Louisiana,47244
St. Charles Parish,Louisiana,53100
St. Helena Parish,Louisiana,10132
St. James Parish,Louisiana,21096
St. John the Baptist Parish,Louisiana,42837
St. Landry Parish,Louisiana,82124
St. Martin Parish,Louisiana,53431
St. Mary Parish,Louisiana,49348
St. Tammany Parish,Louisiana,260419
Tangipahoa Parish,Louisiana,134758
Tensas Parish,Louisiana,4334
Terrebonne Parish,Louisiana,110461
Union Parish,Louisiana,22108
Vermilion Parish,Louisiana,59511
Vernon Parish,Louisiana,47429
Washington Parish,Louisiana,46194
Webster Parish,Louisiana,38340
West Baton Rouge Parish,Louisiana,26465
West Carroll Parish,Louisiana,10830
West Feliciana Parish,Louisiana,15568
Winn Parish,Louisiana,13904
Androscoggin County,Maine,108277
Aroostook County,Maine,67055
Cumberland County,Maine,295003
Franklin County,Maine,30199
Hancock County,Maine,54987
Kennebec County,Maine,122302
Knox County,Maine,39772
Lincoln County,Maine,34634
Oxford County,Maine,57975
Penobscot County,Maine,152148
Piscataquis County,Maine,16785
Sagadahoc County,Maine,35856
Somerset County,Maine,50484
Waldo County,Maine,39715
Washington County,Maine,31379
York County,Maine,207641
Allegany County,Maryland,70416
Anne Arundel County,Maryland,579234
Baltimore city,Maryland,593490
Baltimore County,Maryland,827370
Calvert County,Maryland,92525
Caroline County,Maryland,33406
Carroll County,Maryland,168447
Cecil County,Maryland,102855
Charles County,Maryland,163257
Dorchester County,Maryland,31929
Frederick County,Maryland,259547
Garrett County,Maryland,29014
Harford County,Maryland,255441
Howard County,Maryland,325690
Kent County,Maryland,19422
Montgomery County,Maryland,1050688
Prince George's County,Maryland,909327
Queen Anne's County,Maryland,50381
Somerset County,Maryland,25616
St. Mary's County,Maryland,113510
Talbot County,Maryland,37181
Washington County,Maryland,151049
Wicomico County,Maryland,103609
Worcester County,Maryland,52276
Barnstable County,Massachusetts,212990
Berkshire County,Massachusetts,124944
Bristol County,Massachusetts,565217
Dukes County,Massachusetts,17332
Essex County,Massachusetts,789034
Franklin County,Massachusetts,70180
Hampden County,Massachusetts,466372
Hampshire County,Massachusetts,160830
Middlesex County,Massachusetts,1611699
Nantucket County,Massachusetts,11399
Norfolk County,Massachusetts,706775
Plymouth County,Massachusetts,521202
Suffolk County,Massachusetts,803907
Worcester County,Massachusetts,830622
Alcona County,Michigan,10405
Alger County,Michigan,9108
Allegan County,Michigan,118081
Alpena County,Michigan,28405
Antrim County,Michigan,23324
Arenac County,Michigan,14883
Baraga County,Michigan,8209
Barry County,Michigan,61550
Bay County,Michigan,103126
Benzie County,Michigan,17766
Berrien County,Michigan,153401
Branch County,Michigan,43517
Calhoun County,Michigan,134159
Cass County,Michigan,51787
Charlevoix County,Michigan,26143
Cheboygan County,Michigan,25276
Chippewa County,Michigan,37349
Clare County,Michigan,30950
Clinton County,Michigan,79595
Crawford County,Michigan,14029
Delta County,Michigan,35784
Dickinson County,Michigan,25239
Eaton County,Michigan,110268
Emmet County,Michigan,33415
Genesee County,Michigan,405813
Gladwin County,Michigan,25449
Gogebic County,Michigan,13975
Grand Traverse County,Michigan,93088
Gratiot County,Michigan,40711
Hillsdale County,Michigan,45605
Houghton County,Michigan,35684
Huron County,Michigan,30981
Ingham County,Michigan,292406
Ionia County,Michigan,64697
Iosco County,Michigan,25127
Iron County,Michigan,11066
Isabella County,Michigan,69872
Jackson County,Michigan,158510
Kalamazoo County,Michigan,265066
Kalkaska County,Michigan,18038
Kent County,Michigan,656955
Keweenaw County,Michigan,2116
Lake County,Michigan,11853
Lapeer County,Michigan,87607
Leelanau County,Michigan,21761
Lenawee County,Michigan,98451
Livingston County,Michigan,191995
Luce County,Michigan,6229
Mackinac County,Michigan,10799
Macomb County,Michigan,873972
Manistee County,Michigan,24558
Marquette County,Michigan,66699
Mason County,Michigan,29144
Mecosta County,Michigan,43453
Menominee County,Michigan,22780
Midland County,Michigan,83156
Missaukee County,Michigan,15118
Monroe County,Michigan,150500
Montcalm County,Michigan,63888
Montmorency County,Michigan,9328
Muskegon County,Michigan,173566
Newaygo County,Michigan,48980
Oakland County,Michigan,1257584
Oceana County,Michigan,26467
Ogemaw County,Michigan,20997
Ontonagon County,Michigan,5720
Osceola County,Michigan,23460
Oscoda County,Michigan,8241
Otsego County,Michigan,24668
Ottawa County,Michigan,291830
Presque Isle County,Michigan,12592
Roscommon County,Michigan,24019
Saginaw County,Michigan,190539
Sanilac County,Michigan,41170
Schoolcraft County,Michigan,8094
Shiawassee County,Michigan,68122
St. Clair County,Michigan,159128
St. Joseph County,Michigan,60964
Tuscola County,Michigan,52245
Van Buren County,Michigan,75677
Washtenaw County,Michigan,367601
Wayne County,Michigan,1749343
Wexford County,Michigan,33631
Aitkin County,Minnesota,15886
Anoka County,Minnesota,356921
Becker County,Minnesota,34423
Beltrami County,Minnesota,47188
Benton County,Minnesota,40889
Big Stone County,Minnesota,4991
Blue Earth County,Minnesota,67653
Brown County,Minnesota,25008
Carlton County,Minnesota,35871
Carver County,Minnesota,105089
Cass County,Minnesota,29779
Chippewa County,Minnesota,11800
Chisago County,Minnesota,56579
Clay County,Minnesota,64222
Clearwater County,Minnesota,8818
Cook County,Minnesota,5463
Cottonwood County,Minnesota,11196
Crow Wing County,Minnesota,65055
Dakota County,Minnesota,429021
Dodge County,Minnesota,20934
Douglas County,Minnesota,38141
Faribault County,Minnesota,13653
Fillmore County,Minnesota,21067
Freeborn County,Minnesota,30281
Goodhue County,Minnesota,46340
Grant County,Minnesota,5972
Hennepin County,Minnesota,1265843
Houston County,Minnesota,18600
Hubbard County,Minnesota,21491
Isanti County,Minnesota,40596
Itasca County,Minnesota,45130
Jackson County,Minnesota,9846
Kanabec County,Minnesota,16337
Kandiyohi County,Minnesota,43199
Kittson County,Minnesota,4298
Koochiching County,Minnesota,12229
Lac qui Parle County,Minnesota,6623
Lake County,Minnesota,10641
Lake of the Woods County,Minnesota,3740
Le Sueur County,Minnesota,28887
Lincoln County,Minnesota,5639
Lyon County,Minnesota,25474
Mahnomen County,Minnesota,5527
Marshall County,Minnesota,9336
Martin County,Minnesota,19683
McLeod County,Minnesota,35893
Meeker County,Minnesota,23222
Mille Lacs County,Minnesota,26277
Morrison County,Minnesota,33386
Mower County,Minnesota,40062
Murray County,Minnesota,8194
Nicollet County,Minnesota,34274
Nobles County,Minnesota,21629
Norman County,Minnesota,6375
Olmsted County,Minnesota,158293
Otter Tail County,Minnesota,58746
Pennington County,Minnesota,14119
Pine County,Minnesota,29579
Pipestone County,Minnesota,9126
Polk County,Minnesota,31364
Pope County,Minnesota,11249
Ramsey County,Minnesota,550321
Red Lake County,Minnesota,4055
Redwood County,Minnesota,15170
Renville County,Minnesota,14548
Rice County,Minnesota,66972
Rock County,Minnesota,9315
Roseau County,Minnesota,15165
Scott County,Minnesota,149013
Sherburne County,Minnesota,97238
Sibley County,Minnesota,14865
St. Louis County,Minnesota,199070
Stearns County,Minnesota,161075
Steele County,Minnesota,36649
Stevens County,Minnesota,9805
Swift County,Minnesota,9266
Todd County,Minnesota,24664
Traverse County,Minnesota,3259
Wabasha County,Minnesota,21627
Wadena County,Minnesota,13682
Waseca County,Minnesota,18612
Washington County,Minnesota,262440
Watonwan County,Minnesota,10897
Wilkin County,Minnesota,6207
Winona County,Minnesota,50484
Wright County,Minnesota,138377
Yellow Medicine County,Minnesota,9709
Adams County,Mississippi,30693
Alcorn County,Mississippi,36953
Amite County,Mississippi,12297
Attala County,Mississippi,18174
Benton County,Mississippi,8259
Bolivar County,Mississippi,30628
Calhoun County,Mississippi,14361
Carroll County,Mississippi,9947
Chickasaw County,Mississippi,17103
Choctaw County,Mississippi,8210
Claiborne County,Mississippi,8988
Clarke County,Mississippi,15541
Clay County,Mississippi,19316
Coahoma County,Mississippi,22124
Copiah County,Mississippi,28065
Covington County,Mississippi,18636
DeSoto County,Mississippi,184945
Forrest County,Mississippi,74897
Franklin County,Mississippi,7713
George County,Mississippi,24500
Greene County,Mississippi,13586
Grenada County,Mississippi,20758
Hancock County,Mississippi,47632
Harrison County,Mississippi,208080
Hinds County,Mississippi,231840
Holmes County,Mississippi,17010
Humphreys County,Mississippi,8064
Issaquena County,Mississippi,1327
Itawamba County,Mississippi,23390
Jackson County,Mississippi,143617
Jasper County,Mississippi,16383
Jefferson County,Mississippi,6990
Jefferson Davis County,Mississippi,11128
Jones County,Mississippi,68098
Kemper County,Mississippi,9742
Lafayette County,Mississippi,54019
Lamar County,Mississippi,63343
Lauderdale County,Mississippi,74125
Lawrence County,Mississippi,12586
Leake County,Mississippi,22786
Lee County,Mississippi,85436
Leflore County,Mississippi,28183
Lincoln County,Mississippi,34153
Lowndes County,Mississippi,58595
Madison County,Mississippi,106272
Marion County,Mississippi,24573
Marshall County,Mississippi,35294
Monroe County,Mississippi,35252
Montgomery County,Mississippi,9775
Neshoba County,Mississippi,29118
Newton County,Mississippi,21018
Noxubee County,Mississippi,10417
Oktibbeha County,Mississippi,49587
Panola County,Mississippi,34192
Pearl River County,Mississippi,55535
Perry County,Mississippi,11973
Pike County,Mississippi,39288
Pontotoc County,Mississippi,32174
Prentiss County,Mississippi,25126
Quitman County,Mississippi,6792
Rankin County,Mississippi,155271
Scott County,Mississippi,28124
Sharkey County,Mississippi,4321
Simpson County,Mississippi,26658
Smith County,Mississippi,15916
Stone County,Mississippi,18336
Sunflower County,Mississippi,25110
Tallahatchie County,Mississippi,13809
Tate County,Mississippi,28321
Tippah County,Mississippi,22015
Tishomingo County,Mississippi,19383
Tunica County,Mississippi,9632
Union County,Mississippi,28815
Walthall County,Mississippi,14286
Warren County,Mississippi,45381
Washington County,Mississippi,43909
Wayne County,Mississippi,20183
Webster County,Mississippi,9689
Wilkinson County,Mississippi,8630
Winston County,Mississippi,17955
Yalobusha County,Mississippi,12108
Yazoo County,Mississippi,29690
Adair County,Missouri,25343
Andrew County,Missouri,17712
Atchison County,Missouri,5143
Audrain County,Missouri,25388
Barry County,Missouri,35789
Barton County,Missouri,11754
Bates County,Missouri,16172
Benton County,Missouri,19443
Bollinger County,Missouri,12133
Boone County,Missouri,180463
Buchanan County,Missouri,87364
Butler County,Missouri,42478
Caldwell County,Missouri,9020
Callaway County,Missouri,44743
Camden County,Missouri,46305
Cape Girardeau County,Missouri,78871
Carroll County,Missouri,8679
Carter County,Missouri,5982
Cass County,Missouri,105780
Cedar County,Missouri,14349
Chariton County,Missouri,7426
Christian County,Missouri,88595
Clark County,Missouri,6797
Clay County,Missouri,249948
Clinton County,Missouri,20387
Cole County,Missouri,76745
Cooper County,Missouri,17709
Crawford County,Missouri,23920
Dade County,Missouri,7561
Dallas County,Missouri,16878
Daviess County,Missouri,8278
DeKalb County,Missouri,12547
Dent County,Missouri,15573
Douglas County,Missouri,13185
Dunklin County,Missouri,29131
Franklin County,Missouri,103967
Gasconade County,Missouri,14706
Gentry County,Missouri,6571
Greene County,Missouri,293086
Grundy County,Missouri,9850
Harrison County,Missouri,8352
Henry County,Missouri,21824
Hickory County,Missouri,9544
Holt County,Missouri,4403
Howard County,Missouri,10001
Howell County,Missouri,40117
Iron County,Missouri,10125
Jackson County,Missouri,703011
Jasper County,Missouri,121328
Jefferson County,Missouri,225081
Johnson County,Missouri,54062
Knox County,Missouri,3959
Laclede County,Missouri,35723
Lafayette County,Missouri,32708
Lawrence County,Missouri,38355
Lewis County,Missouri,9776
Lincoln County,Missouri,59013
Linn County,Missouri,11920
Livingston County,Missouri,15227
Macon County,Missouri,15117
Madison County,Missouri,12088
Maries County,Missouri,8697
Marion County,Missouri,28530
McDonald County,Missouri,22837
Mercer County,Missouri,3617
Miller County,Missouri,25619
Mississippi County,Missouri,13180
Moniteau County,Missouri,16132
Monroe County,Missouri,8644
Montgomery County,Missouri,11551
Morgan County,Missouri,20627
New Madrid County,Missouri,17076
Newton County,Missouri,58236
Nodaway County,Missouri,22092
Oregon County,Missouri,10529
Osage County,Missouri,13615
Ozark County,Missouri,9174
Pemiscot County,Missouri,15805
Perry County,Missouri,19136
Pettis County,Missouri,42339
Phelps County,Missouri,44573
Pike County,Missouri,18302
Platte County,Missouri,104418
Polk County,Missouri,32149
Pulaski County,Missouri,52607
Putnam County,Missouri,4696
Ralls County,Missouri,10309
Randolph County,Missouri,24748
Ray County,Missouri,23018
Reynolds County,Missouri,6270
Ripley County,Missouri,13288
Saline County,Missouri,22761
Schuyler County,Missouri,4660
Scotland County,Missouri,4902
Scott County,Missouri,38280
Shannon County,Missouri,8166
Shelby County,Missouri,5930
St. Charles County,Missouri,402022
St. Clair County,Missouri,9397
St. Francois County,Missouri,67215
St. Louis City,Missouri,300576
St. Louis County,Missouri,994205
Ste. Genevieve County,Missouri,17894
Stoddard County,Missouri,29025
Stone County,Missouri,31952
Sullivan County,Missouri,6089
Taney County,Missouri,55928
Texas County,Missouri,25398
Vernon County,Missouri,20563
Warren County,Missouri,35649
Washington County,Missouri,24730
Wayne County,Missouri,12873
Webster County,Missouri,39592
Worth County,Missouri,2013
Wright County,Missouri,18289
Beaverhead County,Montana,9453
Big Horn County,Montana,13319
Blaine County,Montana,6681
Broadwater County,Montana,6237
Carbon County,Montana,10725
Carter County,Montana,1252
Cascade County,Montana,81366
Chouteau County,Montana,5635
Custer County,Montana,11402
Daniels County,Montana,1690
Dawson County,Montana,8613
Deer Lodge County,Montana,9140
Fallon County,Montana,2846
Fergus County,Montana,11050
Flathead County,Montana,103806
Gallatin County,Montana,114434
Garfield County,Montana,1258
Glacier County,Montana,13753
Golden Valley County,Montana,821
Granite County,Montana,3379
Hill County,Montana,16484
Jefferson County,Montana,12221
Judith Basin County,Montana,2007
Lake County,Montana,30458
Lewis and Clark County,Montana,69432
Liberty County,Montana,2337
Lincoln County,Montana,19980
Madison County,Montana,8600
McCone County,Montana,1664
Meagher County,Montana,1862
Mineral County,Montana,4397
Missoula County,Montana,119600
Musselshell County,Montana,4633
Park County,Montana,16606
Petroleum County,Montana,487
Phillips County,Montana,3954
Pondera County,Montana,5911
Powder River County,Montana,1682
Powell County,Montana,6890
Prairie County,Montana,1077
Ravalli County,Montana,43806
Richland County,Montana,10803
Roosevelt County,Montana,11004
Rosebud County,Montana,8937
Sanders County,Montana,12113
Sheridan County,Montana,3309
Silver Bow County,Montana,34915
Stillwater County,Montana,9642
Sweet Grass County,Montana,3737
Teton County,Montana,6147
Toole County,Montana,4736
Treasure County,Montana,696
Valley County,Montana,7396
Wheatland County,Montana,2126
Wibaux County,Montana,969
Yellowstone County,Montana,161300
Adams County,Nebraska,31363
Antelope County,Nebraska,6298
Arthur County,Nebraska,463
Banner County,Nebraska,745
Blaine County,Nebraska,465
Boone County,Nebraska,5192
Box Butte County,Nebraska,10783
Boyd County,Nebraska,1919
Brown County,Nebraska,2955
Buffalo County,Nebraska,49659
Burt County,Nebraska,6459
Butler County,Nebraska,8016
Cass County,Nebraska,26248
Cedar County,Nebraska,8402
Chase County,Nebraska,3924
Cherry County,Nebraska,5689
Cheyenne County,Nebraska,8910
Clay County,Nebraska,6203
Colfax County,Nebraska,10709
Cuming County,Nebraska,8846
Custer County,Nebraska,10777
Dakota County,Nebraska,20026
Dawes County,Nebraska,8589
Dawson County,Nebraska,23595
Deuel County,Nebraska,1794
Dixon County,Nebraska,5636
